id	label	x	y	cluster	weight<No. of pubs>	weight<No. of cits>
5788	Mammal Review	0.5303	0.2628	3	778	5983
5790	Journal of Hospitality & Tourism Research	-0.5112	-0.6668	1	778	6065
5793	Information Systems Journal	-0.505	-0.6964	1	777	5547
5797	International Journal of Cultural Studies	-0.5842	-0.5655	1	777	3050
5798	Abdominal Radiology	-0.3822	0.5432	2	776	421
5800	Molecular Neurodegeneration	-0.1736	0.5996	2	775	7277
5805	Journal of Agricultural Biological and Environmental Statistics	0.1485	-0.5256	5	775	3712
5806	International Journal for the Psychology of Religion	-0.6451	-0.4163	1	774	3952
5807	BMC Anesthesiology	-0.3874	0.4471	2	774	1368
5808	Revista Brasileira de Plantas Medicinais	0.5764	0.3713	3	773	929
5811	Journal of Trauma & Dissociation	-0.6568	-0.3569	1	773	3030
5812	International Journal of Computational Methods	0.7801	-0.4409	5	773	1403
5813	Assistive Technology	-0.6403	-0.237	1	773	2436
5816	APL Materials	1.5837	0.0959	4	772	3491
5822	Journal of Experimental Nanoscience	1.2596	0.126	4	771	1378
5823	World Psychiatry	-0.6413	-0.2734	1	771	5961
5825	Anatomical Sciences Education	-0.5677	-0.0238	2	770	4390
5826	Journal of Small Business & Entrepreneurship	-0.5258	-0.6923	1	770	1408
5827	Planning Theory & Practice	-0.4985	-0.5827	1	770	3099
5833	Reviews on Environmental Health	-0.0378	0.4213	2	768	2314
5834	Education Economics	-0.5762	-0.6096	1	768	2548
5837	Mind Culture and Activity	-0.6919	-0.5326	1	768	3715
5839	Journal of Sports Economics	-0.471	-0.6548	1	768	3668
5840	Geographical Research	-0.4967	-0.574	1	768	2371
5841	Anatolia	-0.5106	-0.6639	1	768	875
5842	Artificial Life	0.3918	-0.4904	5	767	3455
5845	Asian Journal of Communication	-0.5912	-0.5737	1	766	1775
5848	Women in Management Review	-0.5633	-0.6488	1	765	4822
5850	Marine Biodiversity	0.549	0.2723	3	765	1409
5852	Journal of Nonlinear Science	0.6816	-0.5947	5	765	3934
5855	American Journal of Men s Health	-0.6009	-0.2721	1	765	1949
5856	Channels	-0.0144	0.8379	6	764	3109
5859	Journal Of Vacation Marketing	-0.5112	-0.6649	1	764	5704
5860	Health An Interdisciplinary Journal for the Social Study of Health Illness and Medicine	-0.5916	-0.3914	1	764	3946
5861	Functional Materials Letters	1.3916	0.0542	4	764	1695
5862	Journal of Quantitative Criminology	-0.6094	-0.454	1	764	11829
5867	Journal of Consumer Behaviour	-0.5211	-0.6745	1	762	5621
5870	International Journal of Entrepreneurial Behaviour & Research	-0.5268	-0.6917	1	761	5900
5871	Sociology of Education	-0.6763	-0.5315	1	761	16391
5873	Atlas of Genetic Diagnosis and Counseling	-0.3188	0.534	2	761	3
5875	Artificial Cells Nanomedicine and Biotechnology	0.1214	0.5919	4	760	1201
5879	Journal of Geophysical Research Planets	0.9095	-0.0928	7	760	2475
5883	Journal of Small Business Management	-0.5253	-0.6928	1	759	10205
5884	Journal of Cardiovascular Translational Research	-0.3365	0.5009	2	759	3286
5885	Interactive Learning Environments	-0.6918	-0.5423	1	759	2013
5887	Management and Organization Review	-0.5326	-0.6913	1	758	4442
5888	Australian Journal of Management	-0.4691	-0.7079	1	758	3354
5890	Educational Psychology Review	-0.6972	-0.5179	1	757	14066
5891	Environmental Chemistry Letters	0.6962	0.2818	3	757	3986
5892	Clinical Journal of Gastroenterology	-0.3659	0.6313	2	757	427
5893	Brain Imaging and Behavior	-0.533	0.0893	2	757	2647
5894	Journal of Vector Ecology	0.3735	0.4101	3	757	2320
5897	Journal of Geophysical Research Earth Surface	0.6601	-0.0407	3	756	2503
5901	Tourism Geographies	-0.51	-0.6602	1	755	4723
5902	Biomolecular NMR Assignments	0.5814	0.7506	6	755	832
5905	Group & Organization Management	-0.5653	-0.6571	1	754	11094
5907	Contemporary Politics	-0.5355	-0.5918	1	754	1401
5909	Journal of Neuroimmune Pharmacology	-0.1897	0.5673	2	754	5945
5910	Agronomy for Sustainable Development	0.5852	0.3536	3	754	6264
5912	Journal of Fashion Marketing and Management	-0.5179	-0.6772	1	753	4356
5913	European Educational Research Journal	-0.6793	-0.5391	1	753	2683
5915	Conservation Letters	0.5211	0.2104	3	753	6555
5917	Expert Opinion on Emerging Drugs	-0.3083	0.578	2	753	3014
5919	Symmetry	0.5174	-0.5283	5	752	1316
5922	International Journal of Bilingualism	-0.7519	-0.4829	1	751	2928
5924	Brazilian Journal of Oceanography	0.5507	0.2721	3	751	1218
5929	Perspectives on Psychological Science	-0.6828	-0.4302	1	750	17631
5930	Journal of Cheminformatics	0.5598	0.6241	4	750	2990
5935	Journal of Industrial Textiles	1.1589	0.1142	4	749	1675
5940	Journal of Applied Sport Psychology	-0.6729	-0.4391	1	746	7730
5941	Reproductive Health	-0.5622	-0.1774	1	746	3510
5944	Molecular Cytogenetics	-0.2241	0.5791	2	745	1804
5945	Journal of Studies in International Education	-0.6745	-0.5471	1	745	4823
5948	Journal of the International Society of Sports Nutrition	-0.3176	0.3445	2	744	2185
5949	Journal of International Consumer Marketing	-0.5197	-0.6784	1	744	3739
5952	Journal of Mammary Gland Biology and Neoplasia	-0.1268	0.7184	2	744	9365
5957	Journal of Child & Adolescent Substance Abuse	-0.6347	-0.3389	1	744	2230
5959	International Journal of Health Geographics	-0.3361	-0.111	1	743	6653
5960	Neurogenetics	-0.2867	0.539	2	743	4881
5961	Remote Sensing Letters	0.6424	-0.0542	3	743	1815
5962	Contemporary Drug Problems	-0.6262	-0.3421	1	743	1175
5964	Bilingual Research Journal	-0.7132	-0.52	1	742	2941
5969	British Journal of Politics & International Relations	-0.5386	-0.5936	1	742	4501
5970	Standards in Genomic Sciences	0.5194	0.5441	3	742	2355
5978	Geodinamica Acta	0.6972	-0.0142	3	741	2330
5981	Cell Adhesion & Migration	-0.0594	0.8086	6	740	4397
5982	Cutaneous and Ocular Toxicology	-0.2659	0.5962	2	740	1316
5990	Critical Reviews in Analytical Chemistry	0.8841	0.3314	4	738	4141
5994	Journal of Housing and the Built Environment	-0.5025	-0.5812	1	737	2413
5998	Critical Reviews in Biotechnology	0.5777	0.4934	3	737	7461
5999	GCB Bioenergy	0.6508	0.3234	3	737	5099
6001	Estudos de Psicologia (Natal)	-0.6758	-0.3128	1	736	2056
6003	Journal of Urban Design	-0.498	-0.5821	1	736	2462
6007	Impact Assessment and Project Appraisal	-0.4727	-0.5757	1	735	3397
6010	Revista de Psicología Social	-0.6525	-0.4642	1	734	1013
6011	Asia Pacific Education Review	-0.6845	-0.5372	1	734	1938
6014	The Journal of Physiological Sciences	-0.1984	0.5217	2	734	2025
6015	Time & Society	-0.5721	-0.5596	1	733	3050
6016	European Journal of Social Theory	-0.5602	-0.5668	1	733	5048
6026	Applied Neuropsychology	-0.6793	-0.2062	1	729	3754
6030	Employee Responsibilities and Rights Journal	-0.5654	-0.6472	1	728	2937
6033	Advances in Complex Systems	0.4163	-0.5254	5	728	2312
6037	ACM Transactions on Information Systems	-0.4326	-0.6847	1	727	6040
6047	Politics & Gender	-0.5451	-0.5927	1	725	1749
6048	Advances in Developing Human Resources	-0.571	-0.6573	1	724	5001
6049	Journal of Theoretical Politics	-0.5393	-0.5978	1	724	4893
6052	Journal of Nonverbal Behavior	-0.6818	-0.4384	1	723	7447
6053	Pragmatics	-0.717	-0.518	1	723	1911
6058	Mass Communication & Society	-0.5933	-0.5711	1	722	5330
6059	Worldviews on Evidence-Based Nursing	-0.6055	-0.2285	1	721	2769
6060	Journal of Empirical Research on Human Research Ethics	-0.5861	-0.2364	1	721	2246
6077	Advanced Electronic Materials	1.6035	0.1108	4	717	1287
6080	Pedagogy Culture and Society	-0.6826	-0.5344	1	717	1867
6082	Journal of Pharmacokinetics and Pharmacodynamics	-0.1023	0.4948	2	716	4768
6084	Plant Genetic Resources	0.5765	0.3984	3	715	1616
6086	Studies in Continuing Education	-0.6753	-0.5433	1	715	2885
6088	Sports Health A Multidisciplinary Approach	-0.4384	0.4938	2	714	1821
6090	Journal of Environmental Policy & Planning	-0.4977	-0.5809	1	714	2723
6091	International Journal of Early Years Education	-0.6921	-0.519	1	714	1961
6093	Contemporary Issues in Early Childhood	-0.6919	-0.5191	1	713	2635
6094	International Journal of Peptide Research and Therapeutics	0.5141	0.6576	4	713	1379
6096	Crystals	1.4092	0.2141	4	712	952
6100	Social Justice Research	-0.6157	-0.5012	1	710	5287
6102	The Learning Organization	-0.5524	-0.6732	1	710	5397
6103	Catalysts	1.2914	0.234	4	709	1560
6105	Food Security	-0.0394	-0.171	3	709	2482
6106	Language and Linguistics Compass	-0.756	-0.4829	1	709	2010
6107	Acta Crystallographica Section C Structural Chemistry	1.36	0.2875	4	709	803
6108	Chemoecology	0.5555	0.3483	3	708	4365
6112	Journal of Classification	0.1386	-0.534	5	707	3864
6118	School Effectiveness and School Improvement	-0.6861	-0.5348	1	707	6450
6120	Journal of International Migration and Integration / Revue de l integration et de la migration internationale	-0.5535	-0.56	1	706	1614
6121	Electromagnetic Biology and Medicine	-0.0385	0.4782	2	706	1806
6122	Journal of Behavioral Education	-0.7143	-0.472	1	706	3458
6123	International Regional Science Review	-0.462	-0.6354	1	706	5365
6125	Linguistic Inquiry	-0.7668	-0.482	1	706	4904
6130	Pharmaceuticals	-0.0719	0.645	2	705	2919
6140	Endodontic Topics	-0.5247	0.5555	8	703	1455
6141	Clinical EEG and Neuroscience	-0.4541	0.0252	5	703	2342
6146	Functional & Integrative Genomics	0.5777	0.4453	3	702	6323
6150	Clinical and Experimental Medicine	-0.2687	0.6637	2	701	2623
6153	Marine and Freshwater Behaviour and Physiology	0.5369	0.2734	3	700	1751
6158	Organizational Research Methods	-0.571	-0.6513	1	699	18774
6161	Journal of Applied Genetics	0.3225	0.5036	3	699	3202
6165	Howard Journal of Communications	-0.6001	-0.5645	1	699	2178
6166	Human Resources for Health	-0.569	-0.2129	1	699	5340
6171	Dyslexia	-0.7232	-0.4831	1	698	2989
6173	Reading and Writing Quarterly	-0.7143	-0.498	1	698	2767
6178	Cardiovascular Drug Reviews	-0.2269	0.525	2	697	2015
6181	Journal of Neurogenetics	-0.0143	0.6141	6	697	2889
6182	Current Cardiovascular Risk Reports	-0.3582	0.4184	2	697	737
6186	International Journal of Methods in Psychiatric Research	-0.6404	-0.2788	1	696	7849
6187	Inorganic Chemistry Frontiers	1.5212	0.2819	4	696	1938
6188	Behavioral Medicine	-0.6134	-0.2563	1	696	4190
6190	City and Community	-0.5121	-0.5748	1	695	2683
6197	Expert Review of Dermatology	-0.2762	0.6028	2	694	645
6209	Structural Health Monitoring	0.7755	-0.4324	5	691	3301
6210	Geofluids	0.699	-0.0172	3	691	1946
6211	World Journal of Pediatrics	-0.3646	0.4448	2	691	1476
6217	European Archives of Paediatric Dentistry	-0.5264	0.5531	8	689	2105
6220	Race Ethnicity and Education	-0.6843	-0.5302	1	688	4910
6222	Data Mining and Knowledge Discovery	0.4424	-0.547	5	687	6203
6223	Food Biotechnology	0.5366	0.4795	3	686	1528
6224	Health Risk & Society	-0.5748	-0.4465	1	686	5053
6225	Focus on Autism and Other Developmental Disabilities	-0.7144	-0.4695	1	686	6694
6226	Cardiovascular Therapeutics	-0.3359	0.4893	2	686	2006
6227	Health Care Management Science	-0.2356	-0.4166	5	685	3807
6228	Health Education Quarterly	-0.6018	-0.2682	1	685	13417
6230	Journal of Health Organization and Management	-0.5535	-0.4375	1	685	2874
6232	International Journal of Polymer Science	1.1861	0.1268	4	685	962
6238	Helgoland Marine Research	0.5494	0.2719	3	684	2721
6242	Musicae Scientiae	-0.7346	-0.4666	1	683	1904
6245	Anatomical Science International	-0.2596	0.5282	2	683	1487
6250	European Societies	-0.5594	-0.5634	1	682	3245
6255	Mental Retardation and Developmental Disabilities Research Reviews	-0.6786	-0.2595	1	681	7259
6262	Computational Intelligence and Neuroscience	0.3859	-0.4739	5	679	1930
6265	Written Communication	-0.7025	-0.5279	1	679	5335
6266	Journal of Comparative Policy Analysis Research and Practice	-0.5373	-0.5997	1	679	2024
6267	Educational Research and Evaluation	-0.692	-0.5312	1	679	2769
6269	Quality Assurance in Education	-0.6729	-0.5499	1	678	4116
6271	Research in Science & Technological Education	-0.6989	-0.5399	1	678	2883
6272	Sex Education	-0.6361	-0.4355	1	677	3095
6273	FEBS Open Bio	0.1361	0.7821	6	677	1235
6274	Lifetime Data Analysis	0.141	-0.5406	5	677	3614
6280	Journal of Occupational Science	-0.6398	-0.2388	1	676	4866
6285	Journal of Agrarian Change	-0.5156	-0.5811	1	676	3706
6288	Journal of Food Products Marketing	-0.4893	-0.657	1	675	1098
6289	Critical Studies in Mass Communication	-0.5953	-0.5666	1	675	5806
6291	Counselling and Psychotherapy Research	-0.6576	-0.3922	1	675	2242
6292	Social Neuroscience	-0.7274	-0.2979	1	675	4867
6295	Body & Society	-0.581	-0.5277	1	674	6033
6306	The Journal of Marketing Theory and Practice	-0.5192	-0.6811	1	673	6124
6311	International Journal of Qualitative Studies on Health and Well-Being	-0.6131	-0.2506	1	671	2802
6313	International Journal of Astrobiology	0.737	0.1971	3	670	1255
6318	Applied Measurement in Education	-0.6998	-0.5155	1	669	4769
6321	International Journal of Leadership in Education	-0.6864	-0.5355	1	669	2757
6323	Ethnicities	-0.5591	-0.5606	1	668	3069
6324	Renewable Agriculture and Food Systems	0.55	0.3216	3	668	2494
6325	Journalism Practice	-0.5902	-0.5734	1	668	3638
6326	Rationality and Society	-0.5508	-0.5847	1	667	4119
6328	Mentoring & Tutoring Partnership in Learning	-0.687	-0.5323	1	667	2388
6330	International Journal of Adolescence and Youth	-0.658	-0.4363	1	666	750
6335	Cardiovascular Ultrasound	-0.3602	0.492	2	665	2373
6339	Phytochemistry Reviews	0.5682	0.4663	3	665	5818
6340	BMC Urology	-0.3465	0.5492	2	665	2096
6346	Open Systems & Information Dynamics	0.7603	-0.6255	5	664	1703
6354	International Journal of Police Science and Management	-0.6088	-0.4563	1	661	1306
6357	Critical Reviews in Environmental Science and Technology	0.6724	0.2643	3	661	7740
6361	Knowledge and Process Management	-0.515	-0.701	1	660	2644
6362	Folia Geobotanica	0.5864	0.2994	3	660	2690
6364	Environmental Fluid Mechanics	0.7014	-0.1202	3	660	2139
6365	Comprehensive Reviews in Food Science and Food Safety	0.5328	0.4715	3	660	5927
6366	Journal of Political Philosophy	-0.5476	-0.587	1	660	4792
6370	Wiley Encyclopedia of Operations Research and Management Science	0.2311	-0.5852	5	658	81
6372	Connection Science	0.3882	-0.4905	5	657	2403
6375	American Politics Research	-0.5457	-0.5946	1	657	4392
6377	Human Performance	-0.5735	-0.6507	1	657	7564
6379	Cognitive Neuropsychiatry	-0.6942	-0.289	1	656	3645
6380	Birth Defects Research Part B Developmental and Reproductive Toxicology	-0.1157	0.5173	2	656	2576
6382	NeuroMolecular Medicine	-0.1993	0.5323	2	655	5415
6384	European Journal of Developmental Psychology	-0.6919	-0.4238	1	655	2648
6385	Annual Review of Applied Linguistics	-0.7222	-0.5199	1	654	3233
6386	Psychology and Psychotherapy Theory Research and Practice	-0.6624	-0.3561	1	654	3722
6387	Journal of Ethnobiology and Ethnomedicine	0.4385	0.2848	3	654	3944
6388	Journal of Promotion Management	-0.5237	-0.6758	1	654	1385
6393	European Journal of International Relations	-0.5331	-0.5915	1	652	7615
6394	Diabetes and Vascular Disease Research	-0.3199	0.4759	2	652	3450
6404	Geobiology	0.6946	0.171	3	650	4739
6406	Journal of Disability Policy Studies	-0.7106	-0.4713	1	650	2068
6410	Asia Pacific Journal of Marketing and Logistics	-0.5186	-0.6818	1	650	2555
6411	Corporate Communications An International Journal	-0.5302	-0.6755	1	649	4558
6413	Sarcoma	-0.3438	0.6193	2	649	2081
6418	The Journal of Positive Psychology	-0.6608	-0.4329	1	648	5546
6428	PATAI'S Chemistry of Functional Groups	1.2873	0.3224	4	645	28
6430	Applied Spectroscopy Reviews	0.9423	0.2911	4	645	4800
6431	Community Development	-0.5103	-0.5722	1	645	1197
6436	Orthodontics and Craniofacial Research	-0.5137	0.5556	8	644	2576
6440	Children s Geographies	-0.5676	-0.5409	1	644	4646
6444	Infectious Agents and Cancer	-0.2832	0.6655	2	643	1507
6450	Frontiers of Environmental Science & Engineering	0.6867	0.2218	3	640	1024
6453	Frontiers in Integrative Neuroscience	-0.4921	0.1119	2	640	3231
6455	Music Education Research	-0.7346	-0.4672	1	639	2475
6456	Ophelia	0.5503	0.2698	3	639	4218
6458	AMB Express	0.5605	0.5092	3	639	1636
6463	Cardiovascular Toxicology	-0.1894	0.5151	2	638	2803
6466	Virologica Sinica	0.1814	0.601	3	637	984
6467	European Physical Education Review	-0.6765	-0.5143	1	637	3626
6468	Asia-Pacific Journal of Teacher Education	-0.6877	-0.5324	1	637	2553
6470	International Journal of Speech-Language Pathology	-0.7388	-0.4361	1	637	2366
6478	Asia Pacific Journal of Education	-0.6841	-0.5371	1	635	1447
6480	Journal of Intellectual Capital	-0.5135	-0.701	1	634	10414
6482	Emotion Review	-0.6877	-0.4314	1	634	4496
6484	Journal of Policy and Practice in Intellectual Disabilities	-0.6896	-0.3806	1	634	2165
6485	Experimental Economics	-0.4586	-0.654	1	634	5004
6489	Reviews in Endocrine and Metabolic Disorders	-0.2935	0.5016	2	632	5243
6490	Review of Accounting Studies	-0.4674	-0.709	1	632	6128
6492	Integrative Zoology	0.5284	0.2656	3	632	1904
6495	Asian Journal Of Social Psychology	-0.6467	-0.4739	1	631	3629
6496	Journal of Mammalian Evolution	0.6208	0.1228	3	631	2759
6497	European Journal of Medical Research	-0.3529	0.5357	2	631	1639
6499	Genes	0.0913	0.7944	6	631	1379
6500	Applied Psychophysiology and Biofeedback	-0.5842	-0.0967	1	631	3338
6502	Organisms Diversity & Evolution	0.5403	0.2901	3	630	3063
6503	Phenomenology and the Cognitive Sciences	-0.7702	-0.4822	1	630	2687
6504	Advanced Science	1.5361	0.1534	4	630	2465
6507	Expert Review of Obstetrics & Gynecology	-0.3647	0.4313	2	629	455
6510	International Planning Studies	-0.4986	-0.5831	1	629	2308
6511	The International Journal of Entrepreneurship and Innovation	-0.5265	-0.6915	1	629	1901
6518	Occupational Therapy International	-0.64	-0.2384	1	628	2624
6521	Competitiveness Review An International Business Journal incorporating Journal of Global Competitiveness	-0.5174	-0.6926	1	627	955
6522	Sexuality & Culture	-0.6253	-0.4411	1	627	1656
6524	Archives of Animal Nutrition	0.3075	0.4917	3	626	1992
6525	Purinergic Signalling	-0.1427	0.6324	2	626	4045
6528	Information Technology and People	-0.5075	-0.6944	1	626	3298
6531	Industry and Innovation	-0.4982	-0.6784	1	626	4535
6537	Research in Post-Compulsory Education	-0.6764	-0.5442	1	624	1435
6542	Cytoskeleton	0.0671	0.8263	6	624	2574
6546	Journal of Cancer Survivorship	-0.5859	-0.1436	1	623	4901
6548	Frontiers in Pediatrics	-0.3643	0.4409	2	623	728
6556	Revista Brasileira de Geriatria e Gerontologia	-0.5621	0.0358	2	620	693
6564	Archivum Immunologiae et Therapiae Experimentalis	-0.2041	0.6953	2	619	2992
6568	International Journal of Dentistry	-0.5231	0.556	8	618	1253
6570	Legal and Criminological Psychology	-0.6378	-0.402	1	618	4669
6573	Adaptive Behavior	0.3891	-0.49	5	617	2836
6577	Dementia & Neuropsychologia	-0.5951	-0.0205	2	615	736
6578	Human Nature	-0.5975	-0.4115	1	615	6742
6580	Journal of Marketing Communications	-0.523	-0.6762	1	614	3149
6581	Innate Immunity	-0.121	0.7505	2	614	2791
6586	Health Research Policy and Systems	-0.5681	-0.2133	1	613	3518
6595	Attachment & Human Development	-0.6745	-0.38	1	611	7200
6602	Fisioterapia em Movimento	-0.4867	0.2115	2	611	432
6603	Expert Opinion on Orphan Drugs	-0.3251	0.5968	2	610	311
6604	Applied Health Economics and Health Policy	-0.4826	0.0682	2	610	2248
6605	Behavioral and Brain Functions	-0.5247	0.071	2	610	4322
6607	Review of Pacific Basin Financial Markets and Policies	-0.4583	-0.7063	1	610	1101
