id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
2083	tau concentration	0.8725	-0.1987	2	361	638	38	2007.4474
2084	tau dephosphorylation	-1.0477	-0.2327	4	134	238	13	2009.1538
2085	tau deposit	-0.2128	0.4218	3	340	577	38	2007.0526
2086	tau dysfunction	-0.5184	0.2987	4	181	294	21	2007.0476
2087	tau epitope	-0.7136	0.4568	4	424	816	50	2000.3
2088	tau expression	-0.563	-0.0957	1	381	553	47	2011.0851
2089	tau fibril	-0.6843	0.195	4	218	360	30	2011.0667
2090	tau fibrillization	-0.8045	0.2279	4	115	162	12	2009.0833
2091	tau filament	-0.7855	0.2787	4	427	847	54	2005.5
2092	tau fragment	-0.8564	0.2811	4	353	666	50	2005.52
2093	tau function	-0.8412	0.0592	4	175	235	22	2008.2727
2094	tau gene	0.1225	0.5641	3	573	1395	92	2004.6413
2095	tau hyperphosphorylation	-0.697	-0.4041	1	1116	3934	286	2009.2552
2096	tau immunoreactivity	-0.4289	0.4377	3	406	712	55	1999.8727
2097	tau immunotherapy	-0.3298	-0.1326	1	93	123	11	2013.3636
2098	tau inclusion	-0.4945	0.341	4	361	583	40	2008.825
2099	tau isoform	-0.8262	0.4193	4	570	1428	90	2001.4222
2100	tau kinase	-0.8936	-0.2719	1	600	1478	96	2008.7708
2101	tau level	0.7275	-0.2861	2	819	2295	133	2007.8947
2102	tau modification	-0.7058	0.1476	4	248	352	24	2007.7917
2103	tau molecule	-0.8884	0.4352	4	362	829	55	1999.4545
2104	tau monomer	-0.8474	0.2495	4	135	224	15	2007.5333
2105	tau mutation	-0.0583	0.4955	3	371	674	43	2004.9302
2106	tau neuropathology	-0.3508	-0.4109	1	107	123	10	2011.9
2107	tau oligomer	-0.7308	0.1355	4	349	584	47	2012.2128
2108	tau peptide	-0.8951	0.3314	4	299	492	34	2004.9412
2109	tau phosphorylation	-0.8061	-0.2675	1	1361	6741	491	2008.3951
2110	tau phosphorylation site	-1.0575	-0.0208	4	166	244	14	2006.6429
2111	tau polymerization	-0.9123	0.2421	4	142	221	16	2004.75
2112	tau positive neurofibrillary tangle	-0.2128	0.4578	3	167	205	16	2004.25
2113	tau positive neuron	-0.2903	0.3908	3	129	180	14	2004.3571
2114	tau protein deposit	-0.0558	0.2699	3	166	202	13	2008.4615
2115	tau protein hyperphosphorylation	-0.5985	-0.4279	1	170	260	22	2009.4091
2116	tau protein kinase	-1.0739	-0.0475	4	236	422	26	2002.5
2117	tau protein level	0.8598	-0.0897	2	370	663	44	2006.9773
2118	tau ratio	1.3423	-0.1114	2	322	663	29	2010.7931
2119	tau toxicity	-0.6473	-0.1295	1	128	184	16	2011.5
2120	tau transgenic mouse	-0.613	-0.0814	1	437	738	53	2010.566
2121	tauopathies	-0.6774	0.1319	4	280	431	31	2011.6452
2122	tauopathy mouse model	-0.6817	0.183	4	105	129	12	2012.5
2123	tdp	0.3388	0.4855	3	539	1319	85	2011.4588
2124	technology	0.4508	-0.3062	2	601	1250	84	2010.0357
2125	tem	-0.8876	0.3507	4	81	128	11	2002.1818
2126	temporal cortice	0.1964	0.3878	3	219	312	21	2004.4286
2127	temporal lobe	0.1845	0.4592	3	586	1075	68	2005.6029
2128	temporal neocortex	0.0209	0.4236	3	215	281	17	2003.7647
2129	test	0.6151	-0.2208	2	1250	4757	289	2009.0588
2130	tg mouse	-0.441	-0.3435	1	370	578	52	2009.4038
2131	tg2576	-0.589	-0.3663	1	153	200	16	2009.0625
2132	thalamus	0.1328	0.4852	3	192	242	16	2005.625
2133	therapeutic benefit	-0.0956	-0.3887	1	171	207	18	2011.7778
2134	therapeutic effect	-0.3675	-0.4934	1	393	629	46	2012.913
2135	therapeutic efficacy	-0.3677	-0.4489	1	176	218	17	2010.8235
2136	therapeutic potential	-0.4241	-0.4332	1	402	611	55	2010.3091
2137	thioflavin s	-0.4756	0.384	3	167	215	16	2004.3125
2138	thioflavine s	-0.3265	0.4318	3	137	191	15	1997.1333
2139	thr	-1.041	-0.0543	4	456	1033	60	2007.1333
2140	thr181	-1.0665	-0.1671	4	218	321	17	2008.2941
2141	thr212	-1.09	-0.1273	4	195	328	15	2007.4667
2142	thr231	-1.0673	-0.1192	4	386	763	39	2007.3846
2143	thread	-0.0983	0.4897	3	256	388	27	2001.2963
2144	tissue section	-0.5934	0.5405	4	379	727	51	1999.7255
2145	tnfalpha	-0.4889	-0.4813	1	127	159	12	2009.25
2146	tolerability	0.3027	-0.5177	1	177	332	17	2010.6471
2147	tomography	0.7929	-0.0123	2	344	644	34	2008.5294
2148	total	1.0572	-0.108	2	870	2489	127	2009.378
2149	total tau	1.2051	-0.2223	2	1211	8752	446	2010.6076
2150	total tau level	0.5169	-0.138	2	429	701	39	2010.3077
2151	total tau protein	1.2755	-0.3157	2	478	1370	71	2008.9296
2152	toxic function	-0.562	0.3262	4	123	160	12	2008
2153	toxic gain	-0.7276	0.0868	4	142	181	15	2008.5333
2154	toxic species	-0.6272	0.0471	4	163	207	23	2011.3913
2155	toxin	-0.7085	-0.3528	1	175	232	19	2010.0526
2156	tracer	0.7425	0.0668	2	277	471	28	2013.0357
2157	training	0.1412	-0.5151	1	149	198	14	2011.4286
2158	tran	-0.9953	0.0025	4	292	558	37	2009.7297
2159	transcription factor	-0.6403	-0.2314	1	355	525	41	2009.6829
2160	transfected cell	-0.8787	0.0348	4	142	187	13	2003.4615
2161	transfection	-0.9479	-0.1042	4	251	383	22	2005.8636
2162	transgene	-0.3821	-0.3409	1	406	685	61	2009.6066
2163	transgene expression	-0.3606	-0.1623	1	124	158	14	2009.4286
2164	transgenic ad mouse	-0.3236	-0.398	1	182	235	18	2012.5
2165	transgenic line	-0.3992	-0.3254	1	99	122	13	2007.6154
2166	transgenic mouse line	-0.3935	-0.3248	1	131	173	19	2006.4211
2167	transglutaminase	-0.6115	0.3647	4	162	227	20	2003.2
2168	translocation	-0.7253	-0.156	1	303	505	33	2008.7576
2169	transmission electron microscopy	-0.8668	0.3315	4	232	406	27	2004.5926
2170	treatment effect	0.7065	-0.4523	2	267	458	22	2010.8636
2171	treatment option	-0.0502	-0.4004	1	210	266	24	2011.3333
2172	tremor	0.3269	0.4662	3	150	196	15	2008.1333
2173	trial	0.3176	-0.3967	1	968	3092	195	2010.6051
2174	trial registration	0.653	-0.5355	2	139	244	10	2012.9
2175	triple transgenic	-0.3709	-0.3987	1	227	347	27	2011.5556
2176	triple transgenic ad mouse	-0.3628	-0.4035	1	121	154	14	2011.4286
2177	triple transgenic alzheimer	-0.3564	-0.4121	1	168	246	19	2012.2105
2178	triple transgenic model	-0.357	-0.3703	1	84	104	11	2010.5455
2179	triple transgenic mouse	-0.3695	-0.391	1	293	497	40	2011.45
2180	triple transgenic mouse model	-0.365	-0.3875	1	324	578	54	2011.1296
2181	truncated form	-0.8824	0.1181	4	160	200	15	2009
2182	truncated tau	-0.6219	0.1982	4	237	353	29	2007.5862
2183	truncation	-0.8082	0.1895	4	410	836	60	2009.3333
2184	tubulin	-1.0075	0.194	4	545	1438	91	2001.956
2185	tumor necrosis factor alpha	-0.2807	-0.4044	1	255	343	27	2009.6667
2186	tunel	-0.4128	-0.0749	1	216	326	21	2006.4286
2187	typical ad	0.566	0.3055	3	131	176	11	2010.9091
2188	tyr	-0.9207	0.1482	4	179	235	13	2007.2308
2189	tyrosine	-0.853	0.1104	4	314	571	37	2007.4054
2190	tyrosine phosphorylation	-0.8269	0.069	4	194	306	20	2007.95
2191	ubiquitin	-0.2824	0.4717	3	886	2706	195	2001.0513
2192	ubiquitin immunoreactivity	-0.4191	0.525	3	185	272	19	1996.4211
2193	ubiquitin positive inclusion	0.2872	0.5002	3	156	234	14	2007.2857
2194	ubiquitination	-0.8253	0.1713	4	251	422	33	2005.1515
2195	ultrastructural study	-0.1174	0.5011	3	113	132	11	2002.7273
2196	ultrastructure	-0.4383	0.5082	3	186	316	24	2002.2083
2197	uncertainty	0.4831	-0.2595	2	167	224	14	2008.6429
2198	underlying molecular mechanism	-0.5066	-0.3675	1	124	139	12	2011.4167
2199	unfolded protein	-0.9276	0.2191	4	171	245	14	2008.4286
2200	unfolded protein response	-0.7138	-0.2522	1	178	322	24	2011.5417
2201	united state	0.9423	-0.049	2	162	227	13	2009.1538
2202	university	1.2339	0.058	2	245	449	22	2010.4091
2203	unknown mechanism	-0.3256	0.0263	1	203	246	15	2005.0667
2204	upr	-0.7162	-0.255	1	128	227	15	2011.3333
2205	upregulation	-0.5788	-0.3432	1	501	875	71	2011.1831
2206	urgent need	0.8274	-0.3407	2	186	266	19	2012.0526
2207	urine	0.7339	-0.1913	2	134	191	11	2007
2208	useful biomarker	0.9919	-0.2329	2	197	307	18	2006.7778
2209	useful marker	1.0451	-0.3643	2	140	213	13	2006
2210	usefulness	1.0361	-0.133	2	444	916	51	2007.2745
2211	utility	0.9066	-0.1341	2	693	1582	89	2009.764
2212	vaccination	-0.019	-0.3572	1	295	499	43	2009.2791
2213	vaccine	-0.0078	-0.3707	1	315	622	57	2011.1228
2214	vad	0.8933	-0.0982	2	359	842	48	2007.2083
2215	validation	0.855	-0.2467	2	549	1219	68	2011.4265
2216	validity	0.5432	-0.3055	2	344	582	37	2010.9459
2217	value	0.9697	-0.2112	2	1220	5851	315	2009.1937
2218	variability	0.8888	0.2631	2	644	1635	92	2009.337
2219	variable	1.1844	0.056	2	632	1919	89	2009.764
2220	variance	1.0772	0.2351	2	345	609	33	2009.5152
2221	variation	0.7416	0.3298	2	784	1943	122	2008.082
2222	vascular dementia	0.8057	-0.1334	2	793	2588	154	2006.5974
2223	vascular disease	0.631	-0.0996	2	219	340	24	2009.2917
2224	vascular endothelial growth factor	0.6607	-0.123	2	178	236	15	2012
2225	vascular lesion	0.7031	0.263	3	191	254	19	2008.1053
2226	vascular risk factor	0.6353	-0.1261	2	270	426	33	2010.0606
2227	vector	-0.3724	-0.2498	1	289	396	34	2011.2059
2228	vegf	0.6603	-0.125	2	179	236	15	2011.3333
2229	vehicle	-0.462	-0.4897	1	330	535	40	2010.325
2230	viability	-0.6836	-0.2007	1	354	506	34	2007.7647
2231	vicinity	-0.4503	0.1825	3	209	266	21	2003.9048
2232	vicious cycle	-0.5545	-0.3362	1	139	173	18	2009.3333
2233	vilip	1.3442	-0.0188	2	157	254	10	2012.5
2234	vitamin e	-0.0105	-0.4294	1	171	241	16	2005.5625
2235	vitro	-0.8118	-0.0234	4	1438	6545	466	2006.5043
2236	vitro experiment	-0.526	-0.1918	1	103	114	10	2008.1
2237	vitro model	-0.7228	-0.2096	1	253	360	32	2009.3438
2238	vitro phosphorylation	-1.0878	0.1968	4	138	186	12	2002.6667
2239	vivo detection	0.5003	-0.0023	2	130	184	13	2010.7692
2240	vivo diagnosis	0.8511	0.1507	2	128	175	10	2011
2241	vivo model	-0.6576	-0.2643	1	275	370	27	2008.5926
2242	volume	1.1038	0.1331	2	705	2192	110	2010.7545
2243	voxel	1.0491	0.2132	2	415	997	44	2011
2244	wall	-0.1318	0.3821	3	255	402	36	2001.5
2245	western blotting	-0.5392	-0.0124	1	567	1045	77	2008.3377
2246	white matter	0.1287	0.4671	3	677	1453	96	2003.9271
2247	white matter change	0.8813	0.17	2	143	195	12	2008.8333
2248	white matter hyperintensity	1.3335	0.1097	2	160	271	13	2012.3846
2249	white matter lesion	0.9909	0.1074	2	201	314	18	2008.5556
2250	whole brain	0.6062	0.478	3	162	206	13	2009.5385
2251	wide association study	0.9519	0.4209	2	194	350	21	2013.2381
2252	wild type	-0.5152	-0.2448	1	779	1675	131	2010.3053
2253	wild type mouse	-0.4141	-0.3157	1	406	634	57	2011.614
2254	wild type tau	-0.9133	0.096	4	199	330	20	2007.55
2255	wnt	-0.7573	-0.3577	1	144	217	16	2008.1875
2256	woman	0.5936	0.0926	2	579	1118	65	2007.2
2257	word	-0.5102	0.554	4	337	539	30	1995.3667
2258	world	0.2778	-0.1972	1	340	575	42	2009.1905
2259	wortmannin	-0.992	-0.3837	1	103	204	12	2003.3333
2260	wt mouse	-0.3546	-0.4718	1	164	220	18	2012.3889
2261	x tg ad mouse	-0.3488	-0.3973	1	95	107	11	2011.8182
2262	y maze	-0.4092	-0.4455	1	116	148	12	2010.75
2263	year	0.6345	0.0582	2	1737	12690	825	2008.7297
2264	year old man	0.1807	0.4902	3	153	216	14	2003.7857
2265	year old woman	0.2402	0.492	3	134	164	12	2004.5833
2266	yeast	-0.7887	-0.0131	4	150	184	13	2010.3846
2267	ykl	1.3593	-0.0401	2	152	259	11	2013.4545
2268	young age	-0.392	-0.3048	1	121	134	11	2012.2727
