id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. cit. impact>	score<Perc. JASIST>	score<Perc. JOI>	score<Perc. Scientometrics>	score<Perc. USA>	score<Perc. China>	score<Perc. Belgium>	score<Perc. Netherlands>	score<Perc. OA free to read>	score<Perc. OA green>	score<Perc. OA hybrid>
874	research data	0.4994	0.1316	1	135	172	17	2014	1.439	0.5882	0	0.4118	0.5294	0.0588	0.0588	0.0588	0.2941	0.2353	0.0588
875	research discipline	-0.3468	-0.0617	2	111	121	15	2013.8	1.1769	0.1333	0.0667	0.8	0.1333	0.2	0.0667	0.1333	0.1333	0.1333	0
876	research effort	-0.6015	-0.305	3	161	227	20	2010.25	0.9822	0.2	0.15	0.65	0.45	0.25	0	0.05	0.25	0.25	0
877	research front	0.0667	-0.4009	4	205	318	39	2011.7436	1.1085	0.2564	0.1538	0.5897	0.2051	0.2051	0	0.1538	0.2564	0.2308	0.0256
878	research funding	-0.5195	-0.1849	3	219	328	35	2013.3429	1.2388	0.0857	0.1714	0.7429	0.2571	0.1714	0.1143	0.0857	0.3143	0.2286	0.0857
879	research grant	-0.5569	-0.6071	3	111	130	13	2013.2308	0.5265	0	0.2308	0.7692	0.0769	0.0769	0	0	0.0769	0.0769	0
880	research impact	-0.5489	0.2626	2	256	380	41	2012.2683	1.6475	0.3415	0.1707	0.4878	0.1951	0.0488	0.0244	0.0732	0.2439	0.2439	0
881	research institute	-0.4793	-0.6131	3	281	518	51	2011.9608	0.7769	0.0784	0.098	0.8235	0.1176	0.2745	0.0588	0.0392	0.1961	0.1765	0.0196
882	research institution	-0.3786	-0.1739	3	347	666	67	2012.8806	0.8893	0.0746	0.1791	0.7463	0.0896	0.194	0.0299	0.0597	0.1642	0.1493	0.0149
883	research model	1.0384	0.3787	1	123	203	21	2012.0952	1.0643	0.8571	0.0952	0.0476	0.381	0.3333	0.0476	0.0952	0.1905	0.1429	0.0476
884	research organization	-0.4827	-0.3127	3	134	172	19	2012.5789	0.8302	0.2632	0.1579	0.5789	0.1053	0.1053	0.0526	0.2105	0.1579	0.1579	0
885	research output	-0.8244	-0.042	3	533	1496	143	2012.0979	1.1284	0.1189	0.0909	0.7902	0.0909	0.0909	0.028	0.0699	0.2028	0.1748	0.028
886	research paper	-0.8349	-0.4	3	296	497	50	2012.22	0.919	0.18	0.08	0.74	0.16	0.12	0	0.08	0.14	0.14	0
887	research performance	-0.5145	0.1067	2	533	1554	162	2012.3025	1.4936	0.0802	0.2222	0.6975	0.0617	0.1235	0.0494	0.1235	0.2469	0.216	0.0309
888	research policy	-0.6295	-0.0908	3	173	249	29	2012.1379	1.3063	0.2414	0.2069	0.5517	0.069	0.0345	0.1379	0.069	0.2069	0.1724	0.0345
889	research productivity	-0.54	0.0371	2	349	742	71	2012.662	1.0389	0.0704	0.1549	0.7746	0.1268	0.0704	0	0.0141	0.0845	0.0845	0
890	research profile	-0.5946	-0.2034	3	113	169	19	2012.1579	0.8754	0.0526	0.1053	0.8421	0	0.1579	0.3158	0.1579	0.2105	0.2105	0
891	research publication	-0.8954	-0.2139	3	275	472	47	2012.7234	0.8229	0.1277	0.0638	0.8085	0.1702	0.0851	0	0.0638	0.234	0.1915	0.0426
892	research quality	-0.4928	0.1653	2	175	263	27	2011.3704	1.0521	0	0.1111	0.8889	0.1481	0.2593	0	0.1481	0.2222	0.2222	0
893	research specialty	0.0254	-0.2957	4	88	107	12	2012.25	0.9224	0.3333	0.0833	0.5833	0.5	0.25	0.0833	0.25	0.5	0.5	0
894	research study	0.7478	0.234	1	152	200	19	2011.1053	1.0893	0.7368	0	0.2632	0.3684	0.1053	0	0.1053	0.2632	0.1579	0.1053
895	research theme	0.2302	-0.5075	4	153	216	24	2012.375	0.7246	0.1667	0.125	0.7083	0.25	0.1667	0	0	0.0417	0.0417	0
896	research trend	-0.9766	-0.5198	3	275	590	51	2012.902	1.2526	0.098	0.0392	0.8627	0.0392	0.4902	0	0	0.098	0.098	0
897	research unit	-0.3967	0.4202	2	116	157	18	2011.2778	1.1844	0.1667	0.3333	0.5	0.1667	0	0	0.0556	0.5	0.4444	0.0556
898	respondent	0.6667	0.5444	1	161	241	29	2011.7241	1.4462	0.6207	0.069	0.3103	0.4828	0	0.069	0	0.2069	0.1724	0.0345
899	rest	-0.7306	0.2754	2	254	376	38	2012.4737	1.1163	0.1842	0.1842	0.6316	0.1579	0.0526	0	0	0.3421	0.3421	0
900	retrieval	1.0818	-0.3752	1	388	1128	108	2011.537	0.5075	0.8981	0.0093	0.0926	0.4259	0.0833	0.0185	0.0463	0.25	0.2315	0.0185
901	retrieval performance	1.1634	-0.448	1	113	237	23	2012.3478	0.5185	1	0	0	0.3478	0.3913	0	0.0435	0.4348	0.4348	0
902	retrieval system	1.2385	-0.2992	1	124	259	25	2011.16	0.4685	0.92	0.04	0.04	0.56	0.16	0.04	0.04	0.36	0.36	0
903	review article	-0.6794	0.0082	3	125	155	16	2013.8125	0.7953	0.375	0.0625	0.5625	0.125	0	0.0625	0	0.125	0.0625	0.0625
904	reviewer	0.234	0.6477	2	211	392	49	2012.0816	0.9625	0.3061	0.1429	0.551	0.2041	0.0204	0.0408	0.1224	0.2857	0.2857	0
905	robustness	-0.0761	0.4967	2	202	308	34	2012.5588	1.0263	0.2647	0.2059	0.5294	0.0588	0.0882	0.1471	0.0882	0.2353	0.2059	0.0294
906	routine	0.2512	-0.1647	4	173	212	21	2013.1429	1.2415	0.5238	0.1429	0.3333	0.4286	0.1429	0	0.4762	0.5238	0.4762	0.0476
907	russia	-1.1504	-0.3274	3	214	422	28	2013.2143	1.4167	0.2143	0.0357	0.75	0.2143	0.1071	0.0357	0.1071	0.25	0.25	0
908	s & t	-0.6531	-0.7098	3	144	203	21	2011.619	0.7834	0	0.1429	0.8571	0.0952	0.3333	0.0476	0.0952	0.1905	0.1429	0.0476
909	same country	-0.8765	-0.0875	4	113	166	12	2012.3333	1.203	0.0833	0.0833	0.8333	0.1667	0.25	0	0.0833	0.5	0.4167	0.0833
910	same journal	-0.3698	0.5947	2	62	72	10	2011.4	1.6054	0.2	0	0.8	0.1	0.2	0.1	0.1	0.3	0.3	0
911	same period	-0.7408	0.2437	2	144	185	16	2011.4375	1.0456	0.25	0.125	0.625	0.25	0.125	0	0.0625	0.25	0.1875	0.0625
912	same way	0.3207	0.2896	2	77	99	12	2012.75	0.7033	0.25	0.25	0.5	0.0833	0.1667	0.0833	0.0833	0.1667	0.1667	0
913	satisfaction	1.1184	0.2598	1	213	350	32	2012.1875	0.712	0.7812	0	0.2188	0.4062	0.2188	0	0	0.125	0.125	0
914	scholarly impact	0.0789	0.7286	2	127	171	20	2012.65	3.3042	0.4	0.1	0.5	0.25	0.15	0	0.1	0.4	0.35	0.05
915	school	0.339	0.2459	1	242	400	44	2012.4091	0.5575	0.4318	0.0227	0.5455	0.3409	0.0682	0.0455	0.0227	0.1136	0.0909	0.0227
916	schubert	-0.0944	0.6771	2	96	144	18	2010.8889	0.8772	0.1667	0.2222	0.6111	0.0556	0.1111	0.5	0.0556	0.1111	0.1111	0
917	sci	-0.9084	-0.0609	3	394	858	72	2010.625	1.3564	0.1528	0.0556	0.7917	0.1389	0.3194	0.0139	0.0694	0.2083	0.1806	0.0278
918	scie	-1.0951	-0.0715	3	134	191	15	2012.2667	0.724	0.0667	0.0667	0.8667	0.1333	0.5333	0.0667	0	0.0667	0.0667	0
919	science category	-0.8083	0.4141	2	132	168	18	2013.5556	1.2576	0.1667	0.1667	0.6667	0.4444	0.1667	0	0.0556	0.1667	0.1111	0.0556
920	science citation index	-0.9792	-0.1641	3	499	1659	139	2011.223	1.4503	0.1799	0.0863	0.7338	0.0647	0.4029	0.0072	0.1655	0.2734	0.2518	0.0216
921	science citation index expanded	-1.2214	-0.157	3	193	382	31	2014.1613	1.1007	0.129	0.0968	0.7742	0	0.5161	0	0.0323	0.0645	0.0645	0
922	science citation index expanded database	-1.1886	-0.4982	3	113	162	11	2013.1818	0.7262	0.0909	0	0.9091	0	0.4545	0	0	0.1818	0.1818	0
923	science data	-0.4503	0.0108	2	89	107	12	2013.3333	1.6168	0.5	0.3333	0.1667	0	0	0	0.5	0.6667	0.6667	0
924	science database	-0.7485	-0.1892	3	373	784	71	2013.662	0.9609	0.1127	0.1268	0.7606	0.0423	0.2113	0.0563	0.0563	0.2113	0.1831	0.0282
925	science field	-0.598	0.1277	2	170	214	23	2012.5217	1.1733	0.087	0.3043	0.6087	0.087	0.1739	0.0435	0.087	0.3478	0.2609	0.087
926	science mapping	0.3155	-0.4985	4	72	87	13	2010.8462	1.418	0.3077	0.2308	0.4615	0.2308	0.1538	0	0.0769	0.2308	0.2308	0
927	science policy	-0.768	-0.4746	3	125	172	19	2012.3684	1.0192	0.1053	0.1053	0.7895	0.1579	0	0	0.2105	0.3158	0.1053	0.2105
928	science subject category	-0.1202	0.5192	2	105	128	16	2013.5625	2.0571	0.25	0.3125	0.4375	0.125	0.1875	0.125	0.3125	0.4375	0.4375	0
929	science system	-0.7021	-0.1697	3	157	215	26	2012.0385	1.5654	0.2692	0.1538	0.5769	0.1538	0.0385	0	0.3846	0.4231	0.3846	0.0385
930	scientific	-0.5563	-0.1115	2	145	186	16	2011.125	0.6685	0.125	0.25	0.625	0	0.375	0.0625	0.25	0.25	0.25	0
931	scientific activity	-0.4522	-0.2264	2	207	331	33	2012.8182	0.7694	0.1212	0.0909	0.7879	0.0909	0.0606	0.0303	0.0303	0.1515	0.1515	0
932	scientific area	-0.5544	0.3058	2	129	157	17	2012.8824	2.6364	0.1176	0.3529	0.5294	0.0588	0	0	0	0.2353	0.1765	0.0588
933	scientific collaboration	-0.5198	-0.4706	3	365	811	77	2012.8701	1.2678	0.1429	0.1688	0.6883	0.1948	0.1558	0.039	0.039	0.3636	0.3117	0.0519
934	scientific collaboration network	-0.2783	-0.4623	4	108	153	16	2013	1.4875	0.125	0.3125	0.5625	0.3125	0.4375	0	0	0.3125	0.3125	0
935	scientific development	-0.2056	-0.501	4	136	175	18	2012.5556	1.2019	0.1667	0.0556	0.7778	0.1111	0.1111	0	0.2778	0.2222	0.2222	0
936	scientific impact	-0.7124	0.3378	2	272	428	49	2012.9796	1.7664	0.3469	0.2245	0.4286	0.2857	0.1429	0	0.102	0.3061	0.2653	0.0408
937	scientific information	-0.7585	0.3982	2	255	481	39	2010.8462	1.9318	0.3333	0.0769	0.5897	0.1795	0.1795	0	0.1282	0.3077	0.3077	0
938	scientific journal	-0.4308	0.6642	2	344	676	78	2011.1795	1.401	0.141	0.2051	0.6538	0.0769	0.1667	0.0513	0.141	0.3205	0.2949	0.0256
939	scientific output	-0.8421	-0.1327	3	501	1372	122	2012.4836	1.3089	0.0328	0.1393	0.8279	0.0902	0.1557	0.0492	0.0656	0.2541	0.2377	0.0164
940	scientific performance	-0.7803	0.1998	2	283	522	54	2012.5185	1.2325	0.1296	0.1481	0.7222	0.0556	0.0741	0.0185	0.1667	0.2963	0.2778	0.0185
941	scientific production	-0.7068	-0.0728	3	440	1128	109	2012.1651	1.1326	0.0826	0.1193	0.7982	0.0367	0.0734	0.0275	0.0092	0.1743	0.156	0.0183
942	scientific productivity	-0.4773	0.0655	2	311	572	53	2012.1698	1.3509	0.0189	0.0755	0.9057	0.0566	0.0189	0.0189	0.0566	0.2642	0.2264	0.0377
943	scientific quality	-0.7515	0.5674	2	94	112	11	2012.9091	1.0393	0.0909	0.2727	0.6364	0.0909	0.0909	0	0	0.1818	0.1818	0
944	scientific topic	0.3489	-0.3818	4	93	107	11	2013.8182	0.893	0.3636	0.3636	0.2727	0.3636	0.1818	0	0	0.3636	0.3636	0
945	scientific work	-0.5125	0.5787	2	139	193	20	2012.25	1.799	0.35	0.2	0.45	0.1	0.1	0	0	0.4	0.4	0
946	scientometric analysis	-0.9063	-0.1735	3	249	457	38	2012.8684	0.8018	0.0789	0	0.9211	0.1053	0.2632	0	0.0789	0.1579	0.1579	0
947	scientometric indicator	-0.7607	0.4523	2	164	263	27	2011.3333	0.9462	0.1852	0.037	0.7778	0.037	0.037	0	0	0.1852	0.1481	0.037
948	scientometrics	-0.1151	0.456	2	244	374	50	2013.26	0.8662	0.04	0.08	0.88	0.24	0.1	0.22	0.22	0.3	0.26	0.04
949	scopus	-0.6067	0.3714	2	545	1451	145	2012.7586	2.3432	0.1724	0.2276	0.6	0.0897	0.069	0.0138	0.1379	0.3379	0.3103	0.0276
950	scopus database	-0.8965	0.4166	2	250	467	44	2013.1818	1.4389	0.0909	0.1364	0.7727	0.0227	0.0909	0	0.0682	0.3182	0.3182	0
951	search	1.1389	-0.1734	1	670	2543	227	2012.1233	0.9202	0.6652	0.0485	0.2863	0.4097	0.1233	0.0132	0.0352	0.2467	0.2115	0.0352
952	search behavior	1.3707	-0.0401	1	148	393	30	2012.1	0.707	0.9667	0	0.0333	0.5333	0.0667	0.0333	0.0333	0.2	0.1667	0.0333
953	search engine	1.2954	-0.1151	1	360	1083	101	2011.2079	0.7868	0.7525	0.0297	0.2178	0.2277	0.1386	0	0.0297	0.3366	0.297	0.0396
954	search process	1.3335	-0.0189	1	158	359	27	2012.6667	0.5838	1	0	0	0.5185	0.037	0.037	0	0.1481	0.1481	0
955	search query	1.312	-0.189	1	123	210	14	2011.9286	0.5385	1	0	0	0.5	0.1429	0	0.0714	0.1429	0.1429	0
956	search result	1.3003	-0.1557	1	208	464	39	2011.1795	0.5284	0.8205	0	0.1795	0.3077	0.0513	0.0256	0.0256	0.2564	0.2564	0
957	search strategy	1.1775	-0.1447	1	152	221	21	2012	1.0228	0.4762	0	0.5238	0.3333	0.0476	0.1429	0.0952	0.3333	0.3333	0
958	search system	1.3786	-0.1186	1	123	217	17	2012.9412	0.5541	0.9412	0	0.0588	0.4118	0.1176	0.0588	0	0.1765	0.1176	0.0588
959	search task	1.3512	-0.0346	1	185	496	34	2012.4412	0.7232	0.9706	0.0294	0	0.5	0.0588	0.0294	0	0.2647	0.2059	0.0588
960	searcher	1.3437	-0.0873	1	171	422	36	2011.6944	0.7239	1	0	0	0.5833	0.0278	0	0.0556	0.3333	0.2778	0.0556
961	searching	1.2889	-0.0398	1	234	551	50	2010.72	0.9552	0.92	0	0.08	0.64	0.08	0	0.02	0.32	0.24	0.08
962	second	0.5872	-0.0366	1	110	125	12	2011.75	1.133	0.6667	0.0833	0.25	0.4167	0.1667	0.0833	0.0833	0.5	0.5	0
963	second part	0.5003	0.0166	1	87	104	13	2010.2308	2.299	0.4615	0.0769	0.4615	0.2308	0.2308	0.2308	0.0769	0.4615	0.4615	0
964	second stage	0.6448	-0.3351	1	83	99	12	2011.75	0.5967	0.5833	0.0833	0.3333	0	0	0	0	0.1667	0.1667	0
965	sector	-0.4151	-0.6804	3	390	895	81	2011.963	0.9275	0.1235	0.0494	0.8272	0.0864	0.1235	0.0494	0.0741	0.1728	0.1605	0.0123
966	selection process	-0.2714	0.3423	2	85	98	12	2012.8333	0.7625	0.25	0.25	0.5	0.1667	0.0833	0	0	0.1667	0.1667	0
967	self citation	-0.5363	0.5002	2	314	614	75	2011.3867	1.3347	0.28	0.0933	0.6267	0.1467	0.04	0.0267	0.1333	0.2667	0.24	0.0267
968	semantic	0.9144	-0.3394	1	120	176	21	2012.1429	0.5049	0.7619	0.0952	0.1429	0.3333	0	0.0952	0.1429	0.1429	0.0952	0.0476
969	semantic relationship	0.7302	-0.4548	1	104	137	12	2012.75	0.298	0.75	0	0.25	0.1667	0.25	0	0	0.1667	0.1667	0
970	semantic web	0.9013	-0.3423	1	68	84	11	2010.0909	0.5227	0.9091	0	0.0909	0.3636	0.2727	0.0909	0	0.1818	0.1818	0
971	seniority	-0.3694	0.1273	2	149	197	19	2013.3684	1.1495	0.2632	0.0526	0.6842	0.0526	0	0.0526	0.0526	0.3158	0.3158	0
972	sense	0.5572	0.233	1	359	659	76	2011.9605	1.237	0.6711	0.1184	0.2105	0.3553	0.0921	0.1184	0.0263	0.2237	0.1974	0.0263
973	sensitivity	0.0168	0.2995	2	145	175	19	2012.3684	0.6697	0.3684	0.1579	0.4737	0.2105	0.2105	0.0526	0.0526	0.2105	0.1579	0.0526
974	sensitivity analysis	-0.0333	0.3602	2	91	121	14	2013.7857	1.1964	0.2143	0.2857	0.5	0	0	0	0	0.2143	0.2143	0
975	sentence	0.8547	-0.4399	1	175	341	38	2012.0263	0.8097	0.7895	0.0526	0.1579	0.2895	0.2632	0	0.0526	0.1316	0.1316	0
976	sentiment	0.9279	-0.1831	1	122	243	21	2012.5714	3.3162	0.9048	0.0476	0.0476	0.381	0.1429	0	0.0476	0.381	0.381	0
977	sentiment analysis	0.9463	-0.2515	1	121	240	20	2013.2	1.8237	0.9	0.05	0.05	0.35	0.1	0	0	0.2	0.2	0
978	sequence	0.4883	-0.0413	1	259	443	51	2011.451	0.5322	0.4902	0.2353	0.2745	0.1961	0.2353	0.1961	0	0.0784	0.0784	0
979	service	0.7625	0.1106	1	529	1336	139	2011.8561	1.0916	0.6763	0.0432	0.2806	0.3885	0.0719	0.0072	0.0863	0.3094	0.2518	0.0576
980	session	1.3192	-0.0563	1	188	463	41	2010.8049	0.6672	0.9268	0.0244	0.0488	0.4634	0.0976	0	0.0488	0.2927	0.2439	0.0488
981	setting	0.8683	0.2585	1	376	794	78	2011.4615	0.8535	0.7821	0.0256	0.1923	0.4487	0.0769	0.0256	0.0256	0.3205	0.2949	0.0256
982	sex	-0.1547	-0.0004	2	102	140	17	2011.6471	0.8409	0.2941	0	0.7059	0.1765	0	0	0	0.1765	0.1765	0
983	shanghai ranking	-0.1955	0.3015	2	54	94	14	2012.5714	1.916	0.0714	0	0.9286	0	0	0.1429	0.0714	0.4286	0.4286	0
984	shannon	0.4416	-0.1054	1	54	83	11	2011.1818	0.6499	0.7273	0	0.2727	0.0909	0.1818	0	0.0909	0.3636	0.3636	0
985	shape	-0.2707	0.5727	2	188	275	35	2011	1.4909	0.4	0.2286	0.3714	0.2571	0.0857	0.2	0.1143	0.4571	0.4286	0.0286
986	share	-0.8718	-0.2631	3	536	1548	138	2012.1594	1.1095	0.1304	0.1159	0.7536	0.1304	0.2101	0.0652	0.1159	0.2101	0.1884	0.0217
987	sharing	0.9337	0.2434	1	244	436	44	2012.25	1.0733	0.7727	0.0455	0.1818	0.5227	0.0682	0	0	0.2727	0.2045	0.0682
988	shortcoming	-0.1027	0.26	2	129	168	23	2011.6522	0.75	0.2609	0.0435	0.6957	0.1304	0	0.1304	0.0435	0.3043	0.3043	0
989	significant change	-0.1113	-0.7679	3	72	79	10	2011	1.0155	0.5	0.1	0.4	0.2	0	0	0.1	0.3	0.2	0.1
990	significant contribution	-0.242	-0.7469	4	93	104	10	2013.3	0.189	0.3	0.1	0.6	0.3	0.2	0	0	0.2	0.1	0.1
991	significant correlation	-0.5147	0.4327	2	228	318	33	2011.7273	1.1174	0.1515	0.1818	0.6667	0.0909	0.0909	0	0.0303	0.2121	0.1818	0.0303
992	significant improvement	1.0067	-0.4656	1	133	186	18	2012.3333	0.4026	0.8889	0	0.1111	0.2778	0.2778	0	0.1111	0.3889	0.3333	0.0556
993	significant increase	-1.2228	-0.1004	3	101	119	11	2012	1.5799	0.2727	0.0909	0.6364	0.2727	0	0	0	0.4545	0.4545	0
994	significant role	0.2164	-0.2157	1	121	144	14	2012.6429	1.2959	0.4286	0.1429	0.4286	0.3571	0.1429	0	0	0.0714	0.0714	0
995	similar result	-0.221	0.5509	2	92	101	12	2011.1667	1.23	0.1667	0.3333	0.5	0	0.0833	0.25	0.0833	0.25	0.25	0
996	similarity measure	0.5269	-0.398	4	190	276	35	2011	0.8355	0.6	0.2	0.2	0.3143	0.0571	0.1143	0.0571	0.2571	0.2571	0
997	singapore	-1.0961	-0.3538	3	162	278	19	2011.1053	0.7389	0.2105	0.0526	0.7368	0.2632	0.1579	0	0	0.1579	0.1579	0
998	single author	-1.2426	-0.0495	3	116	152	12	2013.5	0.9198	0.3333	0	0.6667	0.0833	0.1667	0	0	0.25	0.25	0
999	single number	-0.3112	0.7143	2	65	109	13	2011.9231	2.3245	0.3077	0.3077	0.3846	0.0769	0.1538	0	0.1538	0.2308	0.2308	0
1000	site	1.0961	0.2384	1	413	1042	100	2012.19	1.5016	0.78	0.03	0.19	0.41	0.08	0	0	0.28	0.26	0.02
1001	sjr	-0.5159	0.7018	2	119	188	17	2012.5294	1.7241	0.1176	0.4706	0.4118	0	0	0.0588	0.1765	0.0588	0.0588	0
1002	skill	0.7149	0.3095	1	209	354	37	2011.8108	0.9018	0.6757	0.0541	0.2703	0.3784	0.0541	0.027	0.0811	0.1351	0.1351	0
1003	slovenia	-0.6296	0.0361	2	123	159	15	2012.3333	1.3471	0.0667	0.2	0.7333	0.0667	0	0	0	0.1333	0.1333	0
1004	small group	-0.2484	0.1797	2	70	86	11	2013.0909	0.7054	0.1818	0.1818	0.6364	0.1818	0.1818	0.1818	0.0909	0.1818	0.1818	0
1005	small world	-0.1792	-0.4425	4	112	149	14	2012.7143	1.3412	0.0714	0.2857	0.6429	0.2143	0.3571	0	0	0.1429	0.1429	0
1006	snip	-0.5245	0.7092	2	95	126	13	2013	2.654	0.0769	0.5385	0.3846	0	0	0	0.3077	0.3846	0.3846	0
1007	social capital	1.1094	0.3422	1	71	92	11	2010.1818	1.188	0.8182	0	0.1818	0.5455	0.0909	0	0	0.0909	0	0.0909
1008	social factor	0.8483	0.4262	1	83	98	11	2011.5455	1.0243	0.6364	0.0909	0.2727	0.4545	0.0909	0	0	0.2727	0.2727	0
1009	social interaction	0.9139	0.2179	1	109	170	18	2012.2778	1.6669	0.8889	0	0.1111	0.3889	0.1667	0	0.0556	0	0	0
1010	social medium	0.8892	0.1583	1	203	335	34	2014.6176	1.8644	0.6176	0.0882	0.2941	0.4118	0.2647	0	0.0588	0.2353	0.2353	0
1011	social network	0.483	-0.1549	1	329	651	69	2012.5942	1.237	0.5362	0.0725	0.3913	0.3768	0.2174	0	0.0145	0.2609	0.2609	0
1012	social network analysis	-0.0493	-0.4362	4	366	711	69	2012.5217	1.2745	0.1594	0.087	0.7536	0.1594	0.3043	0	0.087	0.1884	0.1884	0
1013	social network site	0.899	0.3238	1	87	132	14	2012.6429	2.7286	0.9286	0	0.0714	0.2857	0.0714	0	0	0.1429	0.1429	0
1014	social science	-0.6877	0.2662	2	662	2031	218	2012.6927	1.7775	0.3073	0.1697	0.5229	0.2156	0.1376	0.0872	0.078	0.2798	0.2523	0.0275
1015	social science citation index	-0.5138	-0.1105	3	220	347	32	2012.25	1.4232	0.0938	0.0938	0.8125	0.125	0.2812	0	0.2188	0.2188	0.1875	0.0312
1016	social sciences citation index	-0.7885	-0.005	3	148	200	18	2012.5	1.5835	0.3889	0.0556	0.5556	0.1111	0.2222	0	0.1667	0.2778	0.1667	0.1111
1017	social tagging	1.019	-0.16	1	93	133	13	2012.1538	0.5795	0.9231	0	0.0769	0.6923	0.3846	0	0	0.1538	0.0769	0.0769
1018	south africa	-0.8739	-0.4498	3	216	419	36	2012.0833	1.0337	0.0833	0.0278	0.8889	0.0556	0.0556	0.0278	0.0556	0.1944	0.1944	0
1019	south korea	-0.9161	-0.5777	3	274	562	42	2011.8333	0.992	0.0714	0.0714	0.8571	0.0476	0.1667	0.0238	0.0476	0.0952	0.0714	0.0238
1020	spain	-0.9974	-0.0912	3	357	712	60	2011.8833	0.8996	0.1833	0.0667	0.75	0.0667	0.0667	0.05	0.05	0.3167	0.3167	0
1021	spanish university	-0.2344	0.2922	2	96	137	16	2011.375	0.6794	0.0625	0	0.9375	0	0	0	0.125	0.4375	0.4375	0
1022	spearman	-0.3569	0.5602	2	83	104	11	2011.4545	0.8997	0	0.2727	0.7273	0.0909	0.1818	0.0909	0.0909	0.0909	0.0909	0
1023	special case	-0.1292	0.6405	2	77	93	14	2011.2143	0.7496	0.1429	0.4286	0.4286	0.0714	0.2143	0.2857	0.1429	0.1429	0.1429	0
1024	specialization	-0.5805	-0.466	3	201	319	34	2012.9412	0.9489	0.1176	0.0882	0.7941	0.2647	0.1176	0.0588	0.0882	0.1765	0.1471	0.0294
1025	specificity	0.4822	-0.2381	1	159	212	18	2011.7222	1.1413	0.7222	0	0.2778	0.4444	0	0	0.1667	0.2778	0.2778	0
1026	spite	-0.4494	0.1979	2	139	177	19	2011.4211	1.6555	0.1579	0.2105	0.6316	0.2632	0.0526	0.1053	0.1053	0.2632	0.2632	0
1027	ssci	-0.775	0.0014	3	248	423	37	2011.5405	1.2545	0.1622	0.0541	0.7838	0.1622	0.2162	0	0.0541	0.1892	0.1622	0.027
1028	stability	-0.1656	0.327	2	256	369	36	2012.6111	1.544	0.3056	0.1667	0.5278	0.1111	0.0833	0.0833	0.0278	0.25	0.25	0
1029	staff	-0.2302	0.2376	2	270	484	53	2011.7736	1.2052	0.2642	0.2075	0.5283	0.1698	0.0377	0.0377	0.1132	0.2075	0.1509	0.0566
1030	stakeholder	0.6471	0.167	1	215	311	30	2012.5667	0.8797	0.6	0	0.4	0.4333	0.1	0.0333	0.1	0.3333	0.2333	0.1
1031	statistical inference	-0.0237	0.2525	2	56	62	11	2013.5455	0.551	0.1818	0.5455	0.2727	0.0909	0	0	0.2727	0.3636	0.3636	0
1032	statistical property	-0.2344	0.1674	2	114	145	15	2012.8667	1.0149	0.1333	0.3333	0.5333	0.2	0.0667	0.0667	0.0667	0.4	0.4	0
1033	statistical significance	0.7673	-0.4451	1	85	97	12	2012.0833	0.9484	0.5	0.25	0.25	0.4167	0.1667	0.0833	0.1667	0.5	0.5	0
1034	story	0.9762	-0.2068	1	137	198	20	2012.9	1.2287	0.75	0.1	0.15	0.6	0.1	0.05	0.05	0.35	0.35	0
1035	strategic diagram	0.2067	-0.5679	4	54	88	10	2012.4	1.3479	0	0	1	0	0.7	0	0	0	0	0
1036	strong correlation	-0.349	0.5416	2	140	174	19	2012.4211	0.6197	0.2105	0.2632	0.5263	0.3158	0.1053	0	0	0.1579	0.1053	0.0526
1037	strong relationship	-0.328	-0.2334	3	95	107	10	2011.8	0.7443	0.2	0.2	0.6	0.2	0.3	0	0	0.2	0.2	0
1038	structural analysis	0.1486	-0.3544	4	73	85	11	2011	0.919	0.2727	0.0909	0.6364	0.2727	0.1818	0.2727	0	0.1818	0.1818	0
1039	structural equation modeling	0.8763	0.4326	1	90	106	12	2010.25	1.2092	0.75	0.0833	0.1667	0.3333	0.25	0	0	0.1667	0.1667	0
1040	student	0.7212	0.345	1	508	1401	129	2011.9535	0.7805	0.6434	0.0543	0.3023	0.3101	0.0775	0.0233	0.0388	0.124	0.124	0
1041	study period	-1.161	-0.3682	3	125	195	13	2013	0.8824	0	0	1	0.0769	0.2308	0	0	0.0769	0	0.0769
1042	style	0.8397	-0.0282	1	245	414	43	2012.3488	0.9705	0.6512	0.0698	0.2791	0.2791	0.0698	0.0233	0.0465	0.2093	0.186	0.0233
1043	sub field	-0.6927	0.3827	2	184	243	26	2013.3462	1.0334	0	0.2692	0.7308	0.2308	0.0769	0	0.0385	0.3077	0.2692	0.0385
1044	subdiscipline	-0.2144	0.0223	2	87	96	13	2012.1538	0.6483	0.4615	0	0.5385	0.5385	0	0	0	0.1538	0.1538	0
1045	subject area	-0.6074	0.4154	2	369	645	64	2013.125	1.5001	0.3125	0.2188	0.4688	0.1719	0.1094	0.0156	0.0312	0.3125	0.2812	0.0312
1046	subject category	-0.8095	0.0504	3	519	1408	120	2012.7667	1.5534	0.1417	0.1833	0.675	0.0833	0.3083	0.0583	0.1333	0.3333	0.3083	0.025
1047	subject field	-0.4808	0.4701	2	159	213	22	2012.9545	2.0082	0.3182	0.2727	0.4091	0.1364	0.0909	0.1364	0.1818	0.2727	0.2273	0.0455
